datadate,forward_excess_ret,MA3,MA12,Size,ROI,PS,ev_ebitda,earningsVol,dividend_yield,epspi12
20120930,0.03333140354140779,0.44524160138904295,1.2838691243626326,-1.005684476133767,2.063996901368347,0.5116540528543314,-0.337608221677906,-0.3294275280176919,0.061444338013806776,0.8101353636335574
20120930,-0.01740459645859221,0.18750206910152334,0.4846971585137085,1.8009406829176349,-0.4727233951223924,0.1960513451589811,-0.29768288459225783,0.5434634092632269,1.533994605376588,-0.14297407760861475
20120930,-0.3719015964585922,-1.4555162097724907,-1.625225542868337,-1.357698503782658,-0.6182311629353349,-1.149476190069824,-0.3137452642744427,0.2612183417474935,-0.9714075626892864,-0.4465794642787673
20120930,0.1274914035414078,-0.2773787431196364,-0.7635610255750608,-0.3065561940763429,-0.4410095140698919,-0.7061552007191033,-0.390793892585528,-0.20127109340110647,0.5470564349099614,0.695608084114603
20120930,-0.04272559645859221,-0.2650431803458061,-0.6304183691426365,0.602564429688647,-0.2396172518892002,0.4672833763939077,-0.4081160007429985,-0.33396838470232404,0.32198211284243383,0.6095924925217492
20120930,0.044726403541407785,0.3935525876885956,0.4068416970273504,1.3807629135298292,-0.21202343610409424,-0.13884337208629285,1.4379784347796392,1.3356005024849602,0.09920134847797098,-0.4881267381848581
20120930,-0.009007596458592212,-0.4215896864692735,-1.1687922191114657,-0.07119620884222408,-0.7829232847393862,-1.1320068233194005,-0.5000137993372036,-0.039499311944466986,-0.5147757656423045,-0.6853567235696855
20120930,-0.007388596458592209,0.8246772901393064,-0.6740492441665641,0.1715122845340226,-0.6362025807789409,-0.7685109638651727,-0.9408103999049792,0.006958517329584277,-0.4995148526895434,0.16635886261890864
20120930,-0.014621596458592206,-1.146696677567354,0.5509974128808138,-0.5669845907877514,-0.23065453630035315,1.5348285047992736,1.2605386574430155,-0.2782197130271874,-0.8155134126883182,0.703671672184552
20120930,0.031168403541407787,1.6160792934755526,0.6442102736470101,0.85552610884047,-0.6404082861473438,-0.07850811256567812,-0.2428126007221208,0.6556349606584818,0.29679900786198865,1.217876759521734
20120930,0.007654403541407791,-1.3470081651021204,-0.3226438875891186,1.4507583455035198,-0.172309399941132,0.08812296842906123,-0.6712112017638072,-0.21766267198563904,-0.5013420530671402,0.4206639202221573
20120930,0.05947240354140779,0.7659787449920338,0.4671230828594197,0.4479806427137733,-0.14289790821627835,-0.7055863316070325,-0.2743642536539884,-0.261625156760358,0.625620630834266,0.8465924401648421
20120930,0.0850534035414078,-0.6691503295243476,0.8197921398617731,1.272954151956573,-0.18039922021299065,-0.7298168912098775,0.17570457498399594,0.8052811802889036,-1.5619222909985606,1.611079527241456
20120930,0.04588940354140779,1.1916853771280744,1.267770092926305,1.2935471973937471,-0.4620311363226426,0.32847198812637546,-0.013184269844573606,0.04496132653777881,0.4711092217018958,0.5141840587417913
20120930,0.01841840354140779,0.06710956470432228,0.15802986970536573,-0.08746812965247186,-0.26056459088814377,0.643192998916164,-0.21332803238386885,-0.3686938354343954,1.1586545217629018,-0.016268913250949257
20120930,-0.018699596458592208,-1.0558340346615884,0.022301701597018043,-1.2248138355074467,-0.7843375180966692,-0.8481266019662608,-0.9052007638340052,-0.4806417934035467,-1.0291310476394906,-0.6674716666643599
20120930,-0.02162359645859221,-1.0558340346615884,-0.520027455178193,0.7393062969575709,-0.5847854786319642,-0.12255294616031495,-1.0794601281784109,-0.10940111307535076,-0.5026875274783035,1.2544618884693275
20120930,-0.0878175964585922,0.7971995154257946,1.1944973142086095,2.0253527630502552,-0.3230339819326397,0.5979653493875577,0.10730694507653517,1.081647205848259,-0.6831669947064763,0.6228480690952853
20120930,-0.030815596458592213,-0.39278383071602896,-0.283508987719323,0.04904271554413109,-0.6232550238986029,-0.638615258908766,-0.3659697135348149,-0.17080196868727854,1.2382430873514787,-0.2067342391157212
20120930,0.0072804035414077905,-1.055068952514895,-0.4771177529493026,-0.023037023703098413,-0.5946561265238262,-1.1876865202014937,0.27653157895358543,-0.10831055557243068,0.0041307201690475364,-0.3977274668869215
20120930,0.01783340354140779,0.9757913786159677,-0.9220473263638372,-1.269590249205398,1.6429458026545605,0.08017328360920159,2.018950288729426,-0.8305511667574653,0.4488690529345986,-0.372983112960004
20120930,-0.0251285964585922,-0.6205066725489294,0.12897172759988546,-0.4476796163021265,0.1857585571212067,0.18270855321642174,0.10450501232183526,-0.4143266154833832,-0.9714075626892864,-0.14606750569212715
20120930,0.00495840354140779,0.160356808532298,0.08713850101195393,0.6438065684573492,-0.20020173873519528,-0.09857512498181456,0.2790151614436168,-0.3161921447852913,0.9830149429851952,0.07684746828293926
20120930,0.037388403541407794,1.1000760988813645,0.03212146519133625,-1.2437893656443813,0.096281513396745,-0.9550854477195688,-0.15765112509886614,-0.43156816531519704,0.476641400524209,-0.3503856329719011
20120930,-0.009050596458592209,-0.30272175160643977,-1.2460173042893818,-0.7920278433334255,-0.4548421833204761,-0.8699518181491769,-0.9732727883023418,-0.4079130731466009,2.22854895755684,-0.948427036422658
20120930,-0.05228659645859221,-0.0943761266744133,-0.8147299560295437,0.2460834564468209,-0.6022199167456338,-0.6697209718391315,-0.7965138844713218,-0.29366689642735444,-0.08558753693715282,0.2717330503854755
20120930,0.032079403541407786,-0.2589167051590928,0.14390947481529254,-0.4717581953197808,-0.12596382361942762,-0.7254576309973941,-0.3112531707858636,-0.3836355377340715,-0.7559326685964805,-0.13796494137330614
20120930,0.11793240354140777,-0.5148737740197233,-0.4045678849301071,0.6145874403819496,-0.17708174635913124,-0.038491794302877344,0.2622601102877561,0.3446606384414629,0.2621730607491881,-0.4639568519664961
20120930,-0.05914059645859221,-0.8360623680973975,-0.3171708338070779,-0.7203319119236168,0.8104197772081784,0.04708732368004154,-0.3507595045188677,-0.4000755522074783,-0.2608502286903307,1.018139684777379
20120930,0.0589464035414078,0.97014540896002,-0.8147889080475336,0.6116637113089289,-0.35029966079706104,-0.13540723828452006,-0.3359680151958908,-0.07706200193903326,1.1388268808816744,0.26019042321985525
20120930,-0.01687059645859221,0.01811979921395411,-0.93496832180252,-0.13640839582309802,-0.19339896348178004,-0.2287161501917468,-0.4537141636837865,-0.4446507218031076,1.0363381821354585,0.8770321094874145
20120930,0.010682403541407792,-0.3046542919830901,-0.04531819167037954,1.6687265818756385,-0.3837954134124985,-0.17548248716483225,-0.3801079145276861,0.9678721314386236,0.4281533931045496,-0.44102122450057657
20120930,0.06999640354140779,-0.4544818278405676,-0.6821888346723357,-1.2364841280824113,-0.11416927705845036,-0.8765786619822751,-0.5097332296104629,-0.4534293303685173,0.3836316691645105,-0.3769382194217255
20120930,-0.0042875964585922105,-0.17763680090806142,-0.6155047132992084,1.828496468556572,0.15130294268438851,-0.7832353526350498,-0.7860504469324345,0.2376557089419101,-1.5619222909985606,0.5735613376374801
20120930,-0.09590859645859222,-1.9498127901307272,-1.6871385390074733,-0.624681621912728,-0.4720792386801638,-1.0720447298997486,0.11376924846918007,0.7657426877874367,1.3787394159347572,3.137490363192137
